Name,N_sample,Dim,Size (GB),mpts,is_initial_kNNG_connected,is_new_kNNG_connected,Time_myMethod,Time_exact_HDBSCAN,ARI_myMethod,HAI_myMethod,Time_app_HDBSCAN,ARI_APP_HDBSCAN,HAI_APP_HDBSCAN
gaussian-sparse,4999.0,2.0,7.9984e-05,30.0,False,True,5.526729345321655,1.2153558731079102,1.0,0.9990402022845458,0.3201320171356201,1.0,0.9990385274558504
gaussian-sparse,4999.0,2.0,7.9984e-05,30.0,False,True,5.207730531692505,1.1386816501617432,1.0,0.9990262534689331,0.3177268505096435,1.0,0.9990264225303496
gaussian-sparse,4999.0,2.0,7.9984e-05,30.0,False,True,5.158966302871704,1.1778779029846191,1.0,0.9991012757212802,0.318375825881958,1.0,0.9990992950771316
gaussian-sparse,4999.0,2.0,7.9984e-05,30.0,False,True,5.080134868621826,1.148367404937744,1.0,0.9990656493257148,0.3176932334899902,1.0,0.999065106343991
gaussian-sparse,4999.0,2.0,7.9984e-05,30.0,False,True,5.286891460418701,1.14503812789917,1.0,0.9990187060613924,0.3177435398101806,1.0,0.9990185508322732
gaussian-sparse,4999.0,2.0,7.9984e-05,30.0,False,True,5.234379053115845,1.1623783111572266,1.0,0.999042093915297,0.31856369972229,1.0,0.9990422826685272
gaussian-sparse,4999.0,10.0,0.00039992,10.0,False,True,2.947717905044556,1.135044813156128,1.0,0.8497520655152272,0.5153100490570068,1.0,0.9984217979401472
gaussian-sparse,4999.0,10.0,0.00039992,10.0,False,True,2.946770429611206,1.1823844909667969,1.0,0.9979350742203162,0.517655611038208,1.0,0.9983985887214016
gaussian-sparse,4999.0,10.0,0.00039992,10.0,False,True,3.0726497173309326,1.1992275714874268,1.0,0.9979352753969974,0.5170869827270508,1.0,0.99843636392599
gaussian-sparse,4999.0,10.0,0.00039992,10.0,False,True,3.090871572494507,1.1712424755096436,1.0,0.9979277238909956,0.5126693248748779,1.0,0.9983725154165428
gaussian-sparse,4999.0,10.0,0.00039992,10.0,False,True,3.202195167541504,1.1837399005889893,1.0,0.8497542563331375,0.5178799629211426,1.0,0.9983590507633668
gaussian-sparse,4999.0,10.0,0.00039992,20.0,False,True,4.206856489181519,1.189793825149536,1.0,0.9989988562338774,0.50728440284729,1.0,0.9991204269857388
gaussian-sparse,4999.0,10.0,0.00039992,20.0,False,True,4.3368237018585205,1.1672792434692385,1.0,0.8508537924668198,0.5143318176269531,1.0,0.9991344012886432
gaussian-sparse,4999.0,10.0,0.00039992,20.0,False,True,4.318767309188843,1.2143685817718506,1.0,0.8508517365454489,0.5091910362243652,1.0,0.9991095318099394
gaussian-sparse,4999.0,10.0,0.00039992,20.0,False,True,4.516517639160156,1.1665515899658203,1.0,0.9990194520448908,0.5124263763427734,1.0,0.999147802992056
gaussian-sparse,4999.0,10.0,0.00039992,20.0,False,True,4.084693431854248,1.2038142681121826,1.0,0.9989982619253626,0.5118260383605957,1.0,0.9991117866986003
gaussian-sparse,4999.0,10.0,0.00039992,30.0,False,True,5.393849849700928,1.1651098728179932,1.0,0.8512246221199858,0.5111463069915771,1.0,0.99940751648498
gaussian-sparse,4999.0,10.0,0.00039992,30.0,False,True,5.964746713638306,1.214810848236084,1.0,0.9993778525141592,0.5084574222564697,1.0,0.9994153871904596
gaussian-sparse,4999.0,10.0,0.00039992,30.0,False,True,5.399577379226685,1.1805930137634275,1.0,0.8512007335176848,0.5047180652618408,1.0,0.9993898426508022
gaussian-sparse,4999.0,10.0,0.00039992,30.0,False,True,5.229656219482422,1.1966307163238523,1.0,0.8512169829456174,0.5055859088897705,1.0,0.999408079414671
gaussian-sparse,4999.0,10.0,0.00039992,30.0,False,True,5.436283826828003,1.192563772201538,1.0,0.8511968028720724,0.5058064460754395,1.0,0.9993826535381964
gaussian-sparse,4999.0,32.0,0.001279744,10.0,False,True,3.152280807495117,1.184556007385254,1.0,0.9971801355557034,0.9845924377441406,1.0,0.9985067375657296
gaussian-sparse,4999.0,32.0,0.001279744,10.0,False,True,3.3089585304260254,1.1693007946014404,1.0,0.8490840840064409,0.9858601093292236,1.0,0.9985157291676086
gaussian-sparse,4999.0,32.0,0.001279744,10.0,False,True,3.231207609176636,1.145874261856079,1.0,0.997163041621396,0.97867751121521,1.0,0.998452201618707
gaussian-sparse,4999.0,32.0,0.001279744,10.0,False,True,3.1160922050476074,1.1178438663482666,1.0,0.9972517041202554,0.9874744415283204,1.0,0.998491163134942
gaussian-sparse,4999.0,32.0,0.001279744,10.0,False,True,3.236917018890381,1.158405303955078,1.0,0.9972068215801208,0.9883852005004884,1.0,0.9984185972681286
gaussian-sparse,4999.0,32.0,0.001279744,20.0,False,True,4.13232684135437,1.1739027500152588,1.0,0.9989322810007262,0.9862060546875,1.0,0.9991759263266816
gaussian-sparse,4999.0,32.0,0.001279744,20.0,False,True,4.073855638504028,1.1492691040039062,1.0,0.9989525427873666,0.9962282180786132,1.0,0.9991842862856544
gaussian-sparse,4999.0,32.0,0.001279744,20.0,False,True,4.64206600189209,1.1980743408203125,1.0,0.99891182799538,0.9925050735473632,1.0,0.9991525689230432
gaussian-sparse,4999.0,32.0,0.001279744,20.0,False,True,4.478743314743042,1.1813311576843262,1.0,0.9989361938119428,1.0075554847717283,1.0,0.9991896811699386
gaussian-sparse,4999.0,32.0,0.001279744,20.0,False,True,4.353036880493164,1.1706342697143557,1.0,0.99895871067936,0.982646942138672,1.0,0.9991848501439003
gaussian-sparse,4999.0,32.0,0.001279744,30.0,False,True,5.477360486984253,1.1897671222686768,1.0,0.9993476495319936,0.9912326335906982,1.0,0.9994158866260612
gaussian-sparse,4999.0,32.0,0.001279744,30.0,False,True,5.859808444976807,1.1632378101348877,1.0,0.8512246875993353,0.9918591976165771,1.0,0.9994389431452062
gaussian-sparse,4999.0,32.0,0.001279744,30.0,False,True,5.942886352539063,1.1576306819915771,1.0,0.9993766466067584,0.9915142059326172,1.0,0.9994341320351178
gaussian-sparse,4999.0,32.0,0.001279744,30.0,False,True,5.674265861511231,1.1821649074554443,1.0,0.8512342977803327,0.9942193031311036,1.0,0.9994483070344156
gaussian-sparse,4999.0,32.0,0.001279744,30.0,False,True,5.675045967102051,1.138500690460205,1.0,0.9993585933769868,0.9979290962219238,1.0,0.9994172443685444
gaussian-sparse,4999.0,64.0,0.002559488,10.0,False,True,3.060307264328003,1.1831247806549072,1.0,0.9971465154516796,1.8043830394744875,1.0,0.9985309533082672
gaussian-sparse,4999.0,64.0,0.002559488,10.0,False,True,3.238070487976074,1.1751048564910889,1.0,0.8488417581282668,1.7980244159698486,1.0,0.9984969282253014
gaussian-sparse,4999.0,64.0,0.002559488,10.0,False,True,3.330352544784546,1.1620635986328125,1.0,0.8489396358188535,1.7827746868133545,1.0,0.9984805902965028
gaussian-sparse,4999.0,64.0,0.002559488,10.0,False,True,3.165163516998291,1.139803409576416,1.0,0.8489470323197881,1.7953360080718994,1.0,0.9984923292744768
gaussian-sparse,4999.0,64.0,0.002559488,10.0,False,True,3.541203737258911,1.224048137664795,1.0,0.8489327864298095,1.7884044647216797,1.0,0.9984765790902638
gaussian-sparse,4999.0,64.0,0.002559488,20.0,False,True,4.362305164337158,1.1984024047851562,1.0,0.9989706563413248,1.811756610870361,1.0,0.999188579260925
gaussian-sparse,4999.0,64.0,0.002559488,20.0,False,True,4.479951858520508,1.175739049911499,1.0,0.8508323495877707,1.8053607940673828,1.0,0.9991936923121414
gaussian-sparse,4999.0,64.0,0.002559488,20.0,False,True,4.122416973114014,1.1738269329071045,1.0,0.8507986532459781,1.782907247543335,1.0,0.9991761777735204
gaussian-sparse,4999.0,64.0,0.002559488,20.0,False,True,4.256618976593018,1.1661624908447266,1.0,0.9989690853829386,1.7811181545257568,1.0,0.999172349364934
gaussian-sparse,4999.0,64.0,0.002559488,20.0,False,True,4.290007591247559,1.149868726730347,1.0,0.9989920718120398,2.0170395374298096,1.0,0.9992056968574254
gaussian-sparse,4999.0,64.0,0.002559488,30.0,False,True,6.357688665390015,1.212733030319214,1.0,0.9993787473869749,1.802770614624024,1.0,0.9994241029148484
gaussian-sparse,4999.0,64.0,0.002559488,30.0,False,True,5.657239675521851,1.1628518104553225,1.0,0.9993776576772792,1.8376290798187256,1.0,0.9994200576401696
gaussian-sparse,4999.0,64.0,0.002559488,30.0,False,True,6.189656496047974,1.2499418258666992,1.0,0.9994123939388708,1.8022687435150144,1.0,0.9994513015347576
gaussian-sparse,4999.0,64.0,0.002559488,30.0,False,True,5.631547689437866,1.159473896026611,1.0,0.8512344891591838,1.8321890830993648,1.0,0.9994141061659988
gaussian-sparse,4999.0,64.0,0.002559488,30.0,False,True,6.20318865776062,1.2074944972991943,1.0,0.9993863185207456,1.8369793891906736,1.0,0.9994247090384512
gamma,10000.0,2.0,0.00016,10.0,False,True,4.394977569580078,4.549868822097778,0.99984996247712,0.9975331754560248,1.1106319427490234,1.0,0.9976051412840052
gamma,10000.0,2.0,0.00016,10.0,False,True,5.158301115036011,4.509653329849243,1.0,0.997613313696032,1.1270601749420166,0.9998498423514204,0.9976523692480378
gamma,10000.0,2.0,0.00016,10.0,False,True,4.603108644485474,4.383048534393311,1.0,0.9977113915000534,1.1106016635894775,1.0,0.9977134929720476
gamma,10000.0,2.0,0.00016,10.0,False,True,4.621244668960571,4.487647533416748,1.0,0.9977241594520488,1.1142539978027344,1.0,0.9977199516280206
gamma,10000.0,2.0,0.00016,10.0,False,True,4.608185529708862,4.364946603775024,1.0,0.9977061680440404,1.1131327152252195,1.0,0.9977104664760345
gamma,10000.0,2.0,0.00016,20.0,False,True,6.608863830566406,4.517845630645752,1.0,0.9986645126160312,1.111281394958496,1.0,0.9986633647160302
gamma,10000.0,2.0,0.00016,20.0,False,True,6.797097444534302,4.496628999710083,1.0,0.9986826054880252,1.1167714595794678,1.0,0.9986845424760272
gamma,10000.0,2.0,0.00016,20.0,False,True,6.688591241836548,4.417695999145508,1.0,0.99868938024002,1.1126351356506348,1.0,0.9986898165760189
gamma,10000.0,2.0,0.00016,20.0,False,True,6.794631004333496,4.604157209396362,1.0,0.998640564344025,1.1180307865142822,1.0,0.9986408332320252
gamma,10000.0,2.0,0.00016,20.0,False,True,6.627751111984253,4.4202516078948975,1.0,0.9987282564800226,1.1296193599700928,1.0,0.9987290427440224
gamma,10000.0,2.0,0.00016,30.0,False,True,10.15750217437744,4.6220293045043945,1.0,0.9991141851280266,1.1266233921051023,1.0,0.9991141569520272
gamma,10000.0,2.0,0.00016,30.0,False,True,8.884497165679932,4.366490840911865,1.0,0.9991030155120244,1.1237938404083252,1.0,0.9991025333560244
gamma,10000.0,2.0,0.00016,30.0,True,True,9.649112224578856,4.549428462982178,1.0,0.9990214816520316,1.1305031776428225,0.9998488048086116,0.9990653245200276
gamma,10000.0,2.0,0.00016,30.0,False,True,9.88908314704895,4.470163345336914,1.0,0.999094848932024,1.136256456375122,1.0,0.9990948154440265
gamma,10000.0,2.0,0.00016,30.0,False,True,8.835671663284302,4.378339767456055,0.9998499474636312,0.9990388419241554,1.1356580257415771,0.9998499474636312,0.9990409564601552
gamma,10000.0,10.0,0.0008,10.0,False,True,4.665217161178589,4.372397184371948,1.0,0.9980184959440256,1.9368689060211184,1.0,0.9985209579680232
gamma,10000.0,10.0,0.0008,10.0,False,True,5.101478815078735,4.4451985359191895,1.0,0.9980490936440392,1.9596590995788568,1.0,0.998548361988022
gamma,10000.0,10.0,0.0008,10.0,False,True,5.011041641235352,4.442150831222534,1.0,0.9979781929600342,1.9676151275634768,1.0,0.9984740314200272
gamma,10000.0,10.0,0.0008,10.0,False,True,4.848113298416138,4.447884798049927,1.0,0.9980398234320408,1.95011043548584,1.0,0.9984952800960348
gamma,10000.0,10.0,0.0008,10.0,False,True,4.7902672290802,4.378686904907227,1.0,0.9979933091320436,1.9478518962860107,1.0,0.9984955019240292
gamma,10000.0,10.0,0.0008,20.0,False,True,6.732780933380127,4.551663398742676,1.0,0.9990776847400266,1.957077980041504,1.0,0.9992240593640144
gamma,10000.0,10.0,0.0008,20.0,False,True,7.085102796554565,4.475210189819336,1.0,0.9990609680040212,1.959566831588745,1.0,0.999205026944017
gamma,10000.0,10.0,0.0008,20.0,False,True,7.175512313842773,4.4570605754852295,1.0,0.9991152628120196,1.9520130157470703,1.0,0.9992580968920174
gamma,10000.0,10.0,0.0008,20.0,False,True,7.122381925582886,4.37948203086853,1.0,0.9991056039880232,1.9346303939819336,1.0,0.999243783988015
gamma,10000.0,10.0,0.0008,20.0,False,True,7.132604598999023,4.491249561309815,1.0,0.9990742864640184,1.942013502120972,1.0,0.999211785596018
gamma,10000.0,10.0,0.0008,30.0,False,True,9.633164644241331,4.456608057022095,1.0,0.9994308305640168,1.914775848388672,1.0,0.9994764038760144
gamma,10000.0,10.0,0.0008,30.0,False,True,9.554996490478516,4.457832336425781,1.0,0.9994108816080128,1.923646688461304,1.0,0.9994620525920124
gamma,10000.0,10.0,0.0008,30.0,False,True,9.509406566619871,4.413548231124878,1.0,0.9994157337680172,1.9349119663238523,1.0,0.9994648978520112
gamma,10000.0,10.0,0.0008,30.0,False,True,9.45771050453186,4.4735493659973145,1.0,0.9994423656960136,1.9255964756011963,1.0,0.9995025242160152
gamma,10000.0,10.0,0.0008,30.0,False,True,9.43202829360962,4.493723154067993,1.0,0.9994265640040144,1.930675983428955,1.0,0.9994746247360142
gamma,10000.0,32.0,0.00256,10.0,False,True,4.870342493057251,4.507840156555176,1.0,0.9972207712280248,3.980636358261109,1.0,0.9986402289800224
gamma,10000.0,32.0,0.00256,10.0,False,True,4.994714736938477,4.366206169128418,1.0,0.9971106887040356,3.8358235359191895,1.0,0.9985784424360352
gamma,10000.0,32.0,0.00256,10.0,False,True,4.97718620300293,4.424132347106934,1.0,0.9971640288600212,3.843625783920288,1.0,0.998658997644019
gamma,10000.0,32.0,0.00256,10.0,False,True,5.17505669593811,4.428269624710083,1.0,0.997141238492022,3.825316190719605,1.0,0.9986207145160207
gamma,10000.0,32.0,0.00256,10.0,False,True,5.167962312698364,4.512227535247803,1.0,0.9972035334320154,3.8591148853302,1.0,0.998681687888026
gamma,10000.0,32.0,0.00256,20.0,False,True,7.850229263305664,4.886548042297363,1.0,0.9989266564760202,3.80503249168396,1.0,0.9992787252800204
gamma,10000.0,32.0,0.00256,20.0,False,True,7.268552541732788,4.454628229141235,1.0,0.9989510108240144,3.8006515502929688,1.0,0.9992881596800158
gamma,10000.0,32.0,0.00256,20.0,False,True,7.179491996765137,4.358535289764404,1.0,0.9989512407560226,3.843153715133667,1.0,0.9992998259080222
gamma,10000.0,32.0,0.00256,20.0,False,True,7.086422681808472,4.372899532318115,1.0,0.9989673069320218,3.8011207580566406,1.0,0.9993106292640104
gamma,10000.0,32.0,0.00256,20.0,False,True,7.63139271736145,4.420334100723267,1.0,0.9989546625240162,3.87160849571228,1.0,0.9993009159480112
gamma,10000.0,32.0,0.00256,30.0,False,True,9.740207195281982,4.451708555221558,1.0,0.999406850648015,3.8161892890930176,1.0,0.9995159400000114
gamma,10000.0,32.0,0.00256,30.0,False,True,9.575639009475708,4.473456621170044,1.0,0.9993929054720136,3.921560525894165,1.0,0.9995052941120148
gamma,10000.0,32.0,0.00256,30.0,False,True,9.707687139511108,4.520963430404663,1.0,0.999398656260014,3.843261480331421,1.0,0.9995155487480106
gamma,10000.0,32.0,0.00256,30.0,False,True,9.713907480239868,4.543980360031128,1.0,0.9993887431680126,3.811995267868042,1.0,0.9995180569040144
gamma,10000.0,32.0,0.00256,30.0,False,True,9.9219868183136,4.541678190231323,1.0,0.9993974299360132,3.824751377105713,1.0,0.9995010776720122
gamma,10000.0,64.0,0.00512,10.0,False,True,5.421849489212036,4.363933801651001,1.0,0.9969528726360256,6.831920385360718,1.0,0.99868328860403
gamma,10000.0,64.0,0.00512,10.0,False,True,5.132380485534668,4.472926378250122,1.0,0.9969123930560064,6.86774754524231,1.0,0.9986580763520266
gamma,10000.0,64.0,0.00512,10.0,False,True,4.993108749389648,4.4451904296875,1.0,0.9969025942480207,6.840076923370361,1.0,0.9987031699960188
gamma,10000.0,64.0,0.00512,10.0,False,True,5.262290239334106,4.42831826210022,1.0,0.9970017021880216,6.968446254730225,1.0,0.9986690123760178
gamma,10000.0,64.0,0.00512,10.0,False,True,4.999410390853882,4.502487659454346,1.0,0.9969166025720084,7.0249974727630615,1.0,0.998655643432024
gamma,10000.0,64.0,0.00512,20.0,False,True,7.815064191818237,4.456799507141113,1.0,0.9989301159520212,6.943028926849365,1.0,0.9992881826760162
gamma,10000.0,64.0,0.00512,20.0,False,True,7.611430883407593,4.543603420257568,1.0,0.9989665403760304,6.823846578598023,1.0,0.9993176634000172
gamma,10000.0,64.0,0.00512,20.0,False,True,7.968838453292847,4.53243350982666,1.0,0.998918034872024,6.851373910903931,1.0,0.9992888296640186
gamma,10000.0,64.0,0.00512,20.0,False,True,7.472635269165039,4.603716611862183,1.0,0.9989194055320196,6.866813659667969,1.0,0.9992882542640156
gamma,10000.0,64.0,0.00512,20.0,False,True,7.440868854522705,4.486665725708008,1.0,0.9989634166520214,6.810172080993652,1.0,0.9993109202080152
gamma,10000.0,64.0,0.00512,30.0,False,True,10.501770734786987,4.662468910217285,1.0,0.9994175105840136,6.81591272354126,1.0,0.9995169166920114
gamma,10000.0,64.0,0.00512,30.0,False,True,10.22029948234558,4.41136646270752,1.0,0.9994170334480188,6.859318733215332,1.0,0.9995266400200128
gamma,10000.0,64.0,0.00512,30.0,False,True,11.374915599822998,4.447664260864258,1.0,0.9994168161960192,6.92215371131897,1.0,0.9995121014280164
gamma,10000.0,64.0,0.00512,30.0,False,True,10.376437187194824,4.609281778335571,1.0,0.9994070743360124,6.823526382446289,1.0,0.9995147780680128
gamma,10000.0,64.0,0.00512,30.0,False,True,10.298151969909668,4.502906799316406,1.0,0.9994199250800124,6.895461320877075,1.0,0.9995127440160114
standart,10000.0,2.0,0.00016,10.0,False,True,4.57810378074646,4.3116185665130615,1.0,0.9992486604280072,1.1008939743041992,1.0,0.9992484667240088
standart,10000.0,2.0,0.00016,10.0,False,True,4.50774621963501,4.510483026504517,1.0,0.9990983038240064,1.1112446784973145,0.9998724283778656,0.9991036200680132
standart,10000.0,2.0,0.00016,10.0,False,True,4.44298529624939,4.473548412322998,0.9836476624963254,0.9988487335200148,1.1004869937896729,0.9834412711667592,0.9988568737440152
standart,10000.0,2.0,0.00016,10.0,False,True,4.647858142852783,4.413084983825684,0.99918321323648,0.9989392137559876,1.10509991645813,0.991411853694414,0.9989258221999252
standart,10000.0,2.0,0.00016,10.0,False,True,4.411293029785156,4.3536694049835205,1.0,0.9988673166799842,1.1106505393981934,1.0,0.9988702124479856
standart,10000.0,2.0,0.00016,20.0,False,True,6.776777267456055,4.406603574752808,0.9995461541175852,0.9984673737520436,1.1227223873138428,0.9994961973079682,0.998468577348042
standart,10000.0,2.0,0.00016,20.0,False,True,6.906515121459961,4.381320476531982,1.0,0.9995561427920058,1.1081600189208984,0.999930656478634,0.999555943780006
standart,10000.0,2.0,0.00016,20.0,False,True,6.65490198135376,4.444255590438843,1.0,0.9995447824800064,1.1123409271240234,1.0,0.9995450027320064
standart,10000.0,2.0,0.00016,20.0,False,True,6.852964401245117,4.508062362670898,1.0,0.9979738662840352,1.127833127975464,1.0,0.9979666818960392
standart,10000.0,2.0,0.00016,20.0,False,True,6.5887439250946045,4.51037859916687,0.9919898634738222,0.999142403559983,1.10499906539917,0.993538191649492,0.9992242775319872
standart,10000.0,2.0,0.00016,30.0,False,True,9.29902482032776,4.416236162185669,0.9982744280811972,0.9993581690680308,1.1402504444122314,0.9981962403622736,0.9993845138080292
standart,10000.0,2.0,0.00016,30.0,False,True,10.082221746444702,4.456118822097778,0.9996386420151496,0.9996066828320052,1.122358322143555,0.9994738919045156,0.999606719932005
standart,10000.0,2.0,0.00016,30.0,False,True,9.158085107803345,4.394168853759766,0.9998724490733084,0.9996572221119996,1.1199171543121338,1.0,0.9996706418600076
standart,10000.0,2.0,0.00016,30.0,False,True,8.94510531425476,4.4369776248931885,0.9994550135084554,0.9996408443080054,1.1119577884674072,0.9989969224997524,0.9996439094600053
standart,10000.0,2.0,0.00016,30.0,False,True,9.157743692398071,4.315528392791748,0.9980774817641236,0.9995523728280044,1.1062180995941162,0.9996348355427944,0.999647885511988
standart,10000.0,10.0,0.0008,10.0,False,True,4.914557456970215,4.277399063110352,1.0,0.977491118257971,1.720961093902588,1.0,0.9994717367200068
standart,10000.0,10.0,0.0008,10.0,False,True,5.077649354934692,4.312011003494263,1.0,0.9635577938852392,1.673062086105347,1.0,0.999468895688008
standart,10000.0,10.0,0.0008,10.0,False,True,4.85238242149353,4.251810789108276,1.0,0.9811253944588246,1.6848959922790527,1.0,0.9994890585600056
standart,10000.0,10.0,0.0008,10.0,False,True,4.715644836425781,4.277419328689575,1.0,0.9118194753914,1.684936285018921,1.0,0.9994804424880076
standart,10000.0,10.0,0.0008,10.0,False,True,4.702730894088745,4.673629283905029,1.0,0.9673162780487256,1.7095930576324463,1.0,0.9994686235920058
standart,10000.0,10.0,0.0008,20.0,False,True,7.985444068908691,4.619192838668823,1.0,0.9996843686560042,1.6917459964752195,1.0,0.9997319266280033
standart,10000.0,10.0,0.0008,20.0,False,True,7.109820604324341,4.168776512145996,1.0,0.8999921708904031,1.6818413734436035,1.0,0.9997337958200028
standart,10000.0,10.0,0.0008,20.0,False,True,7.268386363983154,4.488765478134155,1.0,0.9186960133235262,1.6884117126464844,1.0,0.9997335648320024
standart,10000.0,10.0,0.0008,20.0,False,True,7.120229244232178,4.605374336242676,1.0,0.9396124894679048,1.6985108852386477,1.0,0.9997319333400024
standart,10000.0,10.0,0.0008,20.0,False,True,7.171364545822144,4.610462427139282,1.0,0.9996867555200044,1.691380500793457,1.0,0.9997297225480024
standart,10000.0,10.0,0.0008,30.0,False,True,9.541117191314695,4.530203104019165,1.0,0.9477907641261556,1.68100905418396,1.0,0.9998046282799996
standart,10000.0,10.0,0.0008,30.0,False,True,9.5820472240448,4.611583232879639,1.0,0.971797554088967,1.676984786987305,1.0,0.9998123583119986
standart,10000.0,10.0,0.0008,30.0,False,True,9.656238794326782,4.513434171676636,1.0,0.9997951733160002,1.684373140335083,1.0,0.9998078959679988
standart,10000.0,10.0,0.0008,30.0,False,True,9.823988437652588,4.5556800365448,1.0,0.9997982625279994,1.6704061031341553,1.0,0.9998128121999996
standart,10000.0,10.0,0.0008,30.0,False,True,10.435130596160889,4.654146671295166,1.0,0.9998001297599988,1.6794734001159668,1.0,0.999813333339998
standart,10000.0,32.0,0.00256,10.0,False,True,4.910912036895752,4.456790208816528,1.0,0.9990390530240096,3.370570182800293,1.0,0.999509826420008
standart,10000.0,32.0,0.00256,10.0,False,True,5.010340690612793,4.451845407485962,1.0,0.9990788964560054,3.2612838745117188,1.0,0.999517997680004
standart,10000.0,32.0,0.00256,10.0,False,True,5.375661373138428,4.622774839401245,1.0,0.99907987346801,3.256025075912476,1.0,0.9995237547160052
standart,10000.0,32.0,0.00256,10.0,False,True,5.544460773468018,4.33646821975708,1.0,0.944168776470882,3.794060230255127,1.0,0.9982989831760344
standart,10000.0,32.0,0.00256,10.0,False,True,5.112604379653931,4.629971027374268,1.0,0.9812393741307612,3.2986063957214355,1.0,0.999501622768004

